chr6	135053543	135055818	chr6	135054260	135054480	.	0	.	0.265159	-1	-1	75
chr6	135053543	135055818	chr6	135054800	135055020	.	0	.	14.5592	-1	-1	75
chr8	127217807	127227986	chr8	127218820	127219080	.	0	.	10.3658	-1	-1	75
chr8	127217807	127227986	chr8	127219400	127219600	.	0	.	2.62213	-1	-1	75
chr8	127217807	127227986	chr8	127219780	127219960	.	0	.	0.491035	-1	-1	75
chr8	127217807	127227986	chr8	127222660	127222860	.	0	.	3.70732	-1	-1	75
chr8	127217807	127227986	chr8	127222980	127223180	.	0	.	2.7989	-1	-1	75
chr8	127217807	127227986	chr8	127225200	127225400	.	0	.	1.24232	-1	-1	75
chr8	127850678	127855822	chr8	127851520	127851760	.	0	.	12.5312	-1	-1	75
chr8	127850678	127855822	chr8	127852100	127852400	.	0	.	12.6982	-1	-1	75
chr8	127850678	127855822	chr8	127852920	127853200	.	0	.	1.4682	-1	-1	75
chr8	127850678	127855822	chr8	127854040	127854480	.	0	.	9.24619	-1	-1	75
chr8	127850678	127855822	chr8	127854560	127854800	.	0	.	13.582	-1	-1	75
chr8	128551556	128560975	chr8	128554980	128555320	.	0	.	36.8964	-1	-1	75
chr8	128551556	128560975	chr8	128555865	128555940	.	0	.	0.402649	-1	-1	75
chr8	128551556	128560975	chr8	128556740	128556940	.	0	.	25.9021	-1	-1	75
