chr2	46499814	46500475	chr2	46499907	46500418	Peak_44756	296	.	6.49896	29.60990	27.05604	338
chr2	46616497	46617342	chr2	46616124	46617015	Peak_15073	642	.	11.94963	64.23997	61.19818	293
chr2	46616497	46617342	chr2	46617170	46617733	Peak_9300	903	.	11.05942	90.33653	87.04022	127
chr2	47368918	47370143	chr2	47368448	47369128	Peak_5274	1000	.	17.70660	133.29684	129.66737	511
chr2	46541698	46544265	chr2	46541463	46542425	Peak_6569	1000	.	17.91675	115.63103	112.13026	855
chr2	46541698	46544265	chr2	46543687	46544115	Peak_50025	274	.	6.91908	27.41894	24.90833	205
chr2	46541698	46544265	chr2	46544237	46544352	Peak_265069	83	.	2.74257	8.31687	6.44506	74
chr2	47191521	47193363	chr2	47191431	47192115	Peak_46664	287	.	5.77803	28.79111	26.25397	588
chr2	47191521	47193363	chr2	47192356	47193228	Peak_23593	465	.	4.83537	46.57778	43.75097	407
chr2	47034146	47034911	chr2	47032967	47034600	Peak_43543	301	.	7.33422	30.18740	27.62259	254
chr2	47034146	47034911	chr2	47034674	47035138	Peak_127478	144	.	4.83468	14.47144	12.31060	327
chr2	48314106	48315728	chr2	48313873	48314235	Peak_16974	589	.	10.28897	58.99799	56.01617	219
chr2	48314106	48315728	chr2	48314959	48315323	Peak_161192	122	.	4.40809	12.24941	10.17617	276
chr2	48314106	48315728	chr2	48315512	48316353	Peak_26059	433	.	7.43697	43.39499	40.61310	596
chr2	46940390	46941878	chr2	46940415	46940711	Peak_66631	226	.	5.74268	22.61346	20.21343	206
chr2	46698689	46699696	chr2	46697510	46698886	Peak_3966	1000	.	17.44778	158.86064	155.06334	1211
chr2	46698689	46699696	chr2	46699645	46700132	Peak_78296	201	.	4.31137	20.15143	17.81170	89
chr2	48440406	48441214	chr2	48440041	48440682	Peak_13601	691	.	7.22484	69.13615	66.04254	161
chr2	48440406	48441214	chr2	48441162	48441704	Peak_26105	433	.	7.78185	43.37610	40.59502	157
chr2	48111253	48112304	chr2	48111033	48111630	Peak_24926	448	.	8.00449	44.82210	42.02043	111
chr2	48111253	48112304	chr2	48111814	48112385	Peak_74470	209	.	5.97225	20.92122	18.56093	251
chr2	47175627	47177035	chr2	47174766	47175632	Peak_35271	349	.	7.17127	34.95444	32.30309	691
chr2	47175627	47177035	chr2	47176002	47177492	Peak_1038	1000	.	35.92773	308.07645	303.51590	403
chr2	47570494	47571981	chr2	47571173	47571371	Peak_41094	314	.	7.55905	31.40477	28.81664	93
chr20	4704409	4704670	chr20	4704246	4704787	Peak_14234	669	.	7.61532	66.91684	63.84680	275
chr20	5112821	5113595	chr20	5112239	5112957	Peak_76955	204	.	3.99190	20.46632	18.12026	269
chr20	5112821	5113595	chr20	5113219	5114033	Peak_26572	427	.	9.24277	42.76222	39.98763	674
chr20	5610366	5611239	chr20	5610146	5610657	Peak_9364	899	.	15.07282	89.92109	86.62753	404
chr20	6005736	6006471	chr20	6005579	6005830	Peak_79273	200	.	5.83005	20.07680	17.73977	100
chr20	4822643	4824017	chr20	4823522	4823681	Peak_127518	144	.	4.83468	14.47144	12.31060	72
chr20	4686246	4687437	chr20	4687330	4687820	Peak_64323	231	.	5.17763	23.12006	20.70664	361
chr3	37175800	37176855	chr3	37175181	37175856	Peak_111332	159	.	3.97704	15.95002	13.74110	79
chr3	37860400	37861401	chr3	37860675	37861100	Peak_118320	152	.	4.97688	15.23747	13.04861	273
chr3	37242911	37243712	chr3	37242918	37243215	Peak_14674	653	.	12.09022	65.38858	62.33456	105
chr3	37242911	37243712	chr3	37243363	37244942	Peak_26159	433	.	7.65668	43.35540	40.57477	1039
chr3	38024347	38025405	chr3	38024590	38025007	Peak_14218	670	.	8.69109	67.00251	63.93177	163
chr7	5412964	5413361	chr7	5413330	5413692	Peak_251497	87	.	2.64139	8.78428	6.88953	168
chr7	5486761	5488068	chr7	5486543	5486937	Peak_208667	101	.	3.98150	10.14974	8.17458	188
chr7	5607061	5607714	chr7	5607342	5607850	Peak_208671	101	.	3.98150	10.14974	8.17458	103
chr7	5513400	5514161	chr7	5513040	5513496	Peak_102710	168	.	5.26127	16.80548	14.56373	384
chr7	5513400	5514161	chr7	5513820	5514810	Peak_571	1000	.	23.50287	390.06934	385.18802	245
chr7	5426774	5428241	chr7	5427367	5427851	Peak_12084	752	.	13.36647	75.26088	72.10416	157
chr7	6058597	6059412	chr7	6058339	6058970	Peak_3680	1000	.	17.07088	166.11787	162.27547	313
