chr2	46464581	46464767	chr2	46464333	46464959	Peak_30318	1000	.	16.77924	201.34705	198.56236	352
chr2	46499814	46500475	chr2	46499555	46500567	Peak_20033	1000	.	17.25640	271.31693	268.33917	830
chr2	46499814	46500475	chr2	46499555	46500567	Peak_74692	844	.	8.26630	84.49041	82.13984	338
chr2	46616497	46617342	chr2	46616148	46617486	Peak_1873	1000	.	23.34861	836.61755	832.50964	945
chr2	46616497	46617342	chr2	46616148	46617486	Peak_228129	171	.	2.65629	17.13235	15.31388	111
chr2	46616497	46617342	chr2	46616148	46617486	Peak_61183	1000	.	6.29774	105.80520	103.35693	427
chr2	47368918	47370143	chr2	47368866	47370152	Peak_122688	442	.	3.80726	44.27519	42.16562	673
chr2	47368918	47370143	chr2	47368866	47370152	Peak_138231	374	.	3.52675	37.42216	35.36985	881
chr2	47368918	47370143	chr2	47368866	47370152	Peak_162466	293	.	3.17271	29.39865	27.42285	1178
chr2	47368918	47370143	chr2	47368866	47370152	Peak_2753	1000	.	19.63117	736.66864	732.74725	349
chr2	46541698	46544265	chr2	46541617	46542119	Peak_27809	1000	.	8.00319	215.06116	212.23628	340
chr2	46541698	46544265	chr2	46542314	46544281	Peak_122753	442	.	3.52064	44.20897	42.09978	364
chr2	46541698	46544265	chr2	46542314	46544281	Peak_140897	363	.	3.22389	36.36344	34.32013	816
chr2	46541698	46544265	chr2	46542314	46544281	Peak_141324	361	.	3.20771	36.10992	34.06825	1111
chr2	46541698	46544265	chr2	46542314	46544281	Peak_40126	1000	.	6.69678	159.74026	157.08781	1842
chr2	46541698	46544265	chr2	46542314	46544281	Peak_58734	1000	.	5.51958	110.52642	108.05811	122
chr2	46541698	46544265	chr2	46542314	46544281	Peak_84489	727	.	4.43044	72.76642	70.47591	1550
chr2	47191521	47193363	chr2	47191499	47193388	Peak_157441	306	.	3.67898	30.67665	28.68634	627
chr2	47191521	47193363	chr2	47191499	47193388	Peak_160021	299	.	3.63577	29.98673	28.00401	432
chr2	47191521	47193363	chr2	47191499	47193388	Peak_45331	1000	.	8.53370	142.91312	140.31969	1108
chr2	47191521	47193363	chr2	47191499	47193388	Peak_59535	1000	.	7.09887	108.90385	106.44219	144
chr2	47191521	47193363	chr2	47191499	47193388	Peak_82413	749	.	5.93686	74.97881	72.67635	1376
chr2	47191521	47193363	chr2	47191499	47193388	Peak_97482	607	.	5.31218	60.72102	58.49967	1772
chr2	47034146	47034911	chr2	47033771	47035329	Peak_48663	1000	.	10.00953	133.53355	130.97444	731
chr2	48314106	48315728	chr2	48314101	48314912	Peak_266	1000	.	18.68011	1317.40259	1312.32849	269
chr2	48314106	48315728	chr2	48315162	48315792	Peak_107156	535	.	3.12939	53.55878	51.38335	530
chr2	48314106	48315728	chr2	48315162	48315792	Peak_140957	363	.	2.68349	36.32801	34.28493	149
chr2	48314106	48315728	chr2	48315162	48315792	Peak_203019	205	.	2.19054	20.50013	18.62877	323
chr2	48196058	48197362	chr2	48196128	48196788	Peak_90420	668	.	7.17044	66.80092	64.54328	131
chr2	48196058	48197362	chr2	48197161	48197555	Peak_157776	305	.	4.72665	30.51096	28.52187	116
chr2	46940390	46941878	chr2	46940304	46942408	Peak_158198	303	.	3.17939	30.30961	28.32198	180
chr2	46940390	46941878	chr2	46940304	46942408	Peak_20629	1000	.	9.95591	266.18921	263.22464	912
chr2	46940390	46941878	chr2	46940304	46942408	Peak_211326	194	.	2.64034	19.42094	17.56721	2004
chr2	46940390	46941878	chr2	46940304	46942408	Peak_35062	1000	.	7.82509	179.60732	176.88994	1499
chr2	46940390	46941878	chr2	46940304	46942408	Peak_48474	1000	.	6.63968	134.12852	131.56737	1237
chr2	46940390	46941878	chr2	46940304	46942408	Peak_62019	1000	.	5.79070	104.08314	101.64194	489
chr2	46698689	46699696	chr2	46698467	46699688	Peak_292087	112	.	1.96867	11.23061	9.52333	1145
chr2	46698689	46699696	chr2	46698467	46699688	Peak_479	1000	.	21.56002	1185.14026	1180.36108	570
chr2	46698689	46699696	chr2	46698467	46699688	Peak_54300	1000	.	5.28798	119.97336	117.46661	849
chr2	46986348	46987545	chr2	46986230	46987585	Peak_132522	396	.	4.26190	39.63909	37.56671	455
chr2	46986348	46987545	chr2	46986230	46987585	Peak_216557	186	.	3.00752	18.67342	16.83095	674
chr2	46986348	46987545	chr2	46986230	46987585	Peak_27492	1000	.	11.05630	216.86015	214.03014	921
chr2	46986348	46987545	chr2	46986230	46987585	Peak_280243	122	.	2.53035	12.21329	10.48696	156
chr2	48440406	48441214	chr2	48440247	48441419	Peak_1263	1000	.	19.65037	936.18561	931.89032	431
chr2	48440406	48441214	chr2	48440247	48441419	Peak_99042	594	.	3.90668	59.40658	57.19303	837
chr2	48111253	48112304	chr2	48111169	48112380	Peak_24854	1000	.	7.74138	233.89384	231.01572	202
chr2	48111253	48112304	chr2	48111169	48112380	Peak_51786	1000	.	6.37615	125.78500	123.25531	1028
chr2	48111253	48112304	chr2	48111169	48112380	Peak_9942	1000	.	11.56301	410.85370	407.55389	539
chr2	47175627	47177035	chr2	47175624	47177205	Peak_11447	1000	.	12.40775	380.33386	377.09912	1262
chr2	47175627	47177035	chr2	47175624	47177205	Peak_123679	440	.	3.76917	44.00084	41.89461	167
chr2	47175627	47177035	chr2	47175624	47177205	Peak_176341	258	.	2.97778	25.89373	23.95627	606
chr2	47175627	47177035	chr2	47175624	47177205	Peak_50235	1000	.	6.49919	129.57458	127.03036	892
chr2	47570494	47571981	chr2	47569672	47572018	Peak_144282	348	.	3.29443	34.86197	32.83074	2097
chr2	47570494	47571981	chr2	47569672	47572018	Peak_157946	304	.	3.09960	30.42971	28.44121	424
chr2	47570494	47571981	chr2	47569672	47572018	Peak_17574	1000	.	10.16766	295.07202	292.03479	1343
chr2	47570494	47571981	chr2	47569672	47572018	Peak_29576	1000	.	8.18764	205.32198	202.52550	1785
chr20	4704409	4704670	chr20	4703844	4705387	Peak_139567	366	.	5.53589	36.64988	34.60257	993
chr20	4704409	4704670	chr20	4703844	4705387	Peak_273242	126	.	3.23415	12.61102	10.87387	85
chr20	4704409	4704670	chr20	4703844	4705387	Peak_97241	609	.	7.39550	60.99775	58.77502	645
chr20	4704409	4704670	chr20	4703844	4705387	Peak_97275	609	.	7.38837	60.95274	58.73022	361
chr20	5911126	5911906	chr20	5911086	5912084	Peak_55367	1000	.	8.24702	117.54109	115.04404	362
chr20	5911126	5911906	chr20	5911086	5912084	Peak_9501	1000	.	18.67188	420.70642	417.38589	625
chr20	6052071	6052735	chr20	6052076	6053079	Peak_143279	354	.	3.68098	35.46923	33.43397	777
chr20	6052071	6052735	chr20	6052076	6053079	Peak_53227	1000	.	6.99790	122.36528	119.84908	443
chr20	4249093	4249842	chr20	4248916	4250215	Peak_22897	1000	.	12.67085	247.86119	244.94504	755
chr20	4249093	4249842	chr20	4248916	4250215	Peak_76332	823	.	6.50166	82.30856	79.96885	300
chr20	5112821	5113595	chr20	5112647	5113811	Peak_10258	1000	.	15.46219	404.33911	401.05304	528
chr20	5112821	5113595	chr20	5112647	5113811	Peak_27654	1000	.	10.28363	215.93080	213.10349	739
chr20	4760486	4761348	chr20	4760615	4761342	Peak_113557	494	.	5.78974	49.48206	47.33468	569
chr20	4760486	4761348	chr20	4760615	4761342	Peak_31447	1000	.	13.37793	195.49042	192.72333	159
chr20	4221298	4222072	chr20	4221088	4222270	Peak_113074	498	.	4.72679	49.86258	47.71309	864
chr20	4221298	4222072	chr20	4221088	4222270	Peak_39064	1000	.	9.27783	163.56436	160.89902	515
chr20	4221298	4222072	chr20	4221088	4222270	Peak_44194	1000	.	8.73002	146.31767	143.71187	293
chr20	4172153	4172791	chr20	4171858	4173032	Peak_11161	1000	.	12.04558	385.42526	382.17960	758
chr20	4172153	4172791	chr20	4171858	4173032	Peak_132883	393	.	3.43548	39.38705	37.31624	104
chr20	5610366	5611239	chr20	5609965	5611339	Peak_10647	1000	.	16.09691	396.11298	392.84439	1148
chr20	5610366	5611239	chr20	5609965	5611339	Peak_111711	506	.	4.73432	50.61090	48.45573	500
chr20	5610366	5611239	chr20	5609965	5611339	Peak_236517	159	.	2.78238	15.93641	14.13503	178
chr20	5610366	5611239	chr20	5609965	5611339	Peak_97470	607	.	5.21075	60.73046	58.50906	763
chr20	6005736	6006471	chr20	6005705	6006692	Peak_107260	534	.	3.93933	53.45383	51.27895	861
chr20	6005736	6006471	chr20	6005705	6006692	Peak_2039	1000	.	19.32236	815.08203	811.01367	220
chr20	6005736	6006471	chr20	6005705	6006692	Peak_92297	652	.	4.33274	65.27014	63.02199	646
chr20	4822643	4824017	chr20	4822382	4824393	Peak_164127	286	.	2.87646	28.64442	26.67432	406
chr20	4822643	4824017	chr20	4822382	4824393	Peak_167362	277	.	2.84243	27.77201	25.81125	160
chr20	4822643	4824017	chr20	4822382	4824393	Peak_229470	168	.	2.34604	16.83312	15.01776	873
chr20	4822643	4824017	chr20	4822382	4824393	Peak_242459	153	.	2.27294	15.36442	13.57397	665
chr20	4822643	4824017	chr20	4822382	4824393	Peak_4213	1000	.	15.06798	624.51422	620.80145	1251
chr20	4822643	4824017	chr20	4822382	4824393	Peak_60388	1000	.	5.27655	107.11438	104.66002	1510
chr20	4822643	4824017	chr20	4822382	4824393	Peak_60686	1000	.	5.25427	106.68730	104.23509	1852
chr20	4686246	4687437	chr20	4686190	4687641	Peak_103047	563	.	4.76690	56.34231	54.14818	522
chr20	4686246	4687437	chr20	4686190	4687641	Peak_13421	1000	.	13.86586	347.30716	344.14606	1102
chr20	4686246	4687437	chr20	4686190	4687641	Peak_63296	1000	.	6.53049	101.87175	99.44022	169
chr20	4148481	4149850	chr20	4148349	4150085	Peak_6619	1000	.	16.64850	505.50735	502.01761	434
chr20	4148481	4149850	chr20	4148349	4150085	Peak_69539	917	.	5.83647	91.78371	89.39754	1303
chr20	4148481	4149850	chr20	4148349	4150085	Peak_78421	795	.	5.42962	79.51317	77.18716	695
chr20	4148481	4149850	chr20	4148349	4150085	Peak_82451	749	.	5.28478	74.93292	72.63068	141
chr3	37998914	37999449	chr3	37998338	37999520	Peak_122038	448	.	3.24875	44.81519	42.70248	1086
chr3	37998914	37999449	chr3	37998338	37999520	Peak_234717	163	.	2.19451	16.33031	14.52470	156
chr3	37998914	37999449	chr3	37998338	37999520	Peak_35201	1000	.	6.21478	178.95219	176.23679	852
chr3	37998914	37999449	chr3	37998338	37999520	Peak_78201	798	.	4.02265	79.88060	77.55299	680
chr3	37175800	37176855	chr3	37175543	37176880	Peak_115111	485	.	3.94123	48.57690	46.43613	127
chr3	37175800	37176855	chr3	37175543	37176880	Peak_36620	1000	.	7.71112	173.08131	170.38475	517
chr3	37175800	37176855	chr3	37175543	37176880	Peak_37284	1000	.	7.64925	170.52614	167.83789	1075
chr3	37175800	37176855	chr3	37175543	37176880	Peak_7952	1000	.	14.14447	461.71503	458.31076	804
chr3	37860400	37861401	chr3	37860187	37862015	Peak_143378	354	.	2.83460	35.41869	33.38377	1113
chr3	37860400	37861401	chr3	37860187	37862015	Peak_1869	1000	.	15.42716	837.26929	833.16022	359
chr3	37860400	37861401	chr3	37860187	37862015	Peak_67744	944	.	4.37550	94.49761	92.09903	875
chr3	37242911	37243712	chr3	37242755	37244496	Peak_109649	520	.	4.57058	52.03644	49.87202	738
chr3	37242911	37243712	chr3	37242755	37244496	Peak_19179	1000	.	11.96836	279.19766	276.19983	478
