chr3	127597900	127598800
chr3	127672300	127673400
chr3	128051800	128052700
chr3	128067300	128068700
chr3	128075300	128076200
chr3	128076500	128077800
chr3	128080100	128081000
chr3	128123400	128124400
chr3	128152600	128153900
chr3	128343300	128344200
chr3	128409800	128410700
chr3	128412700	128413600
chr3	128415100	128417500
chr3	128424500	128425300
chr3	128482500	128483800
chr3	128487400	128488500
chr3	128495100	128496000
chr3	128496200	128497100
chr3	128497300	128498400
chr3	128547100	128548100
chr3	128548500	128549900
chr3	128649900	128651200
chr3	128680300	128681700
chr3	128725600	128726500
chr3	128758000	128758800
chr3	128879100	128880100
chr3	129022000	129022900
chr3	129026800	129027700
chr3	129119300	129121200
chr3	129160600	129162200
chr3	129183500	129184400
chr3	129228900	129229800
chr3	129249000	129250100
chr3	129278400	129279300
chr3	129314500	129315500
chr3	129315900	129317300
chr3	129399200	129400500
chr3	129428200	129429200
chr3	129439600	129440900
chr3	129447900	129448800
chr3	129606400	129607600
chr3	129626400	129627300
chr3	129893000	129894300
chr4	55331600	55340800
chr4	55343000	55350300
chr4	55392800	55400100
chr4	55421400	55427200
chr4	55427400	55447100
chr4	55539500	55558000
chr4	55588200	55603800
chr4	55604200	55611000
chr4	55611600	55618600
chr4	55618900	55619400
chr4	55631800	55643600
chr4	55835700	55841900
chr4	55847700	55857200
chr4	55937300	55960800
chr5	88265100	88273000
chr5	88872300	88877500
chr5	88880600	88885800
chr6	134436000	134437000
chr6	135052000	135056600
chr6	135083600	135086700
chr6	135144000	135149900
chr6	135179700	135186200
chr6	135188600	135189300
chr6	135191200	135193400
chr6	135194900	135196200
chr6	135318300	135326500
chr6	135496900	135499900
chr6	136230100	136230800
chr6	136249100	136251200
chr6	136251300	136251900
chr6	136287800	136291600
chr6	136426200	136427500
chr6	136789200	136793600
chr6	136821800	136823600
chr8	126805400	126836300
chr8	127541900	127597900
chr8	127720800	127769300
chr8	127781300	127807900
chr8	127881600	127924500
chr8	127924600	127984800
chr8	127998800	128041100
chr8	128041300	128118000
chr8	128310800	128344600
chr8	128556300	128557900
chr11	4093800	4096200
chr11	4392900	4394000
chr11	4607400	4609000
chr11	5128700	5130300
chr11	5241800	5249100
chr11	5249900	5253500
chr11	5268000	5271200
chr11	5271300	5273600
chr11	5277700	5283600
chr11	5283700	5290300
chr11	5297500	5298400
chr11	5334500	5336700
chr11	5486200	5486900
chr11	5503600	5506000
chr11	5624300	5625300
chr11	5684000	5685700
chr11	6233500	6235900
chr11	6388600	6391100
chr11	33159500	33162300
chr11	33255200	33259500
chr11	33730400	33732100
chr11	33732400	33733300
chr11	33733500	33740100
chr11	33768000	33776700
chr11	33857300	33866500
chr11	33866700	33879300
chr11	33909900	33913300
chr11	33932200	33943600
chr11	34044700	34046500
chr11	34047800	34055300
chr11	34060300	34062500
chr11	34062600	34066200
chr11	34067500	34069200
chr11	34070800	34073000
chr11	34073500	34074800
chr11	34075000	34076800
chr11	34079400	34081400
chr11	34082800	34085600
chr11	34085700	34088200
chr11	34099700	34116500
chr11	34130000	34189400
chr11	34437500	34441700
chr11	61788300	61868000
