chr3	127573700	127574600
chr3	127574700	127575600
chr3	127590100	127591500
chr3	127595100	127596000
chr3	127597900	127598800
chr3	127628700	127629600
chr3	127629700	127630600
chr3	127634600	127635300
chr3	127672300	127673400
chr3	127695900	127696600
chr3	127697200	127698100
chr3	127701100	127702800
chr3	127706700	127707600
chr3	127728400	127730100
chr3	127746200	127747100
chr3	127903400	127904300
chr3	128010900	128011800
chr3	128051800	128052700
chr3	128067300	128068700
chr3	128075300	128076200
chr3	128076500	128077800
chr3	128080100	128081000
chr3	128123400	128124400
chr3	128145000	128145900
chr3	128152600	128153900
chr3	128170600	128171500
chr3	128190500	128191100
chr3	128226600	128227500
chr3	128266100	128267000
chr3	128339300	128339900
chr3	128343300	128344200
chr3	128344900	128345900
chr3	128353800	128354700
chr3	128380500	128381400
chr3	128383300	128384100
chr3	128409800	128410700
chr3	128412700	128413600
chr3	128415100	128417500
chr3	128424500	128425300
chr3	128426100	128427000
chr3	128456800	128457700
chr3	128482500	128483800
chr3	128487400	128488500
chr3	128497300	128498400
chr3	128504600	128505700
chr3	128532700	128533400
chr3	128547100	128548100
chr3	128548500	128549900
chr3	128553900	128554800
chr3	128573600	128574500
chr3	128577600	128578500
chr3	128584100	128585900
chr3	128590700	128591600
chr3	128649900	128651200
chr3	128680300	128681700
chr3	128725600	128726500
chr3	128763700	128764600
chr3	128784000	128784900
chr3	128794200	128795700
chr3	128803900	128804800
chr3	128845500	128846500
chr3	128864700	128866000
chr3	128875300	128876200
chr3	128879100	128880100
chr3	128991100	128992400
chr3	128993700	128994600
chr3	129013500	129013900
chr3	129015500	129017600
chr3	129022000	129022900
chr3	129026800	129027700
chr3	129053100	129054000
chr3	129054400	129055300
chr3	129056600	129057500
chr3	129119300	129121200
chr3	129121400	129122600
chr3	129160600	129162200
chr3	129183500	129184400
chr3	129195500	129196600
chr3	129211500	129212500
chr3	129226400	129227000
chr3	129228900	129229800
chr3	129230400	129231100
chr3	129238700	129239400
chr3	129245500	129246300
chr3	129249000	129250100
chr3	129278400	129279300
chr3	129279400	129280300
chr3	129305400	129306300
chr3	129314500	129315500
chr3	129315900	129317300
chr3	129327400	129328100
chr3	129328400	129329100
chr3	129343700	129345300
chr3	129383200	129383900
chr3	129385200	129386100
chr3	129399200	129400500
chr3	129413500	129414800
chr3	129428200	129429200
chr3	129439600	129440900
chr3	129447900	129448800
chr3	129461400	129463000
chr3	129481000	129481900
chr3	129490000	129490900
chr3	129586000	129587000
chr3	129596600	129597400
