chr1	1411500	1411800	2
chr1	3675300	3676000	3
chr1	6475300	6475700	2
chr1	6859300	6861400	5
chr1	8049700	8050700	1
chr1	8195800	8199800	8
chr1	10230100	10231300	2
chr1	11960200	11960500	1
chr1	21622800	21623300	4
chr1	23562600	23563300	3
chr1	23593000	23593300	1
chr1	27332100	27332500	1
chr1	28574800	28575300	2
chr1	31928700	31929300	3
chr1	31931100	31933400	6
chr1	31955900	31956700	3
chr1	32350700	32351500	4
chr1	32954200	32954600	1
chr1	36302000	36302400	0
chr1	36343100	36343600	3
chr1	37998100	37998800	2
chr1	43476400	43476900	1
chr1	44818300	44818700	2
chr1	45411100	45412000	3
chr1	51942100	51942600	1
chr1	75765500	75766600	2
chr1	84150300	84150900	1
chr1	85289700	85290200	2
chr1	94311700	94312400	0
chr1	94321300	94330900	17
chr1	94648200	94649500	3
chr1	145425600	145426200	2
chr1	150621900	150622500	2
chr1	156026100	156026500	1
chr1	156445700	156446000	1
chr1	156646000	156646400	3
chr1	161104500	161105100	1
chr1	161539800	161540300	2
chr1	162605200	162605900	2
chr1	172858800	172860300	1
chr1	172869800	172873400	5
chr1	200659200	200660100	2
chr1	204377000	204378900	8
chr1	214514000	214515400	3
chr1	219668600	219669000	2
chr1	220370600	220371000	1
chr1	244735200	244736000	2
chr1	246138000	246138500	0
chr2	8684400	8686000	5
chr2	10658700	10659400	3
chr2	12815900	12816500	2
chr2	25294700	25295800	3
chr2	28916900	28917300	0
chr2	29106900	29107400	2
chr2	37536000	37536500	2
chr2	46464500	46464800	1
chr2	46499800	46500500	2
chr2	46541600	46544300	7
chr2	46616400	46617400	5
chr2	46698600	46699700	4
chr2	46940300	46941900	5
chr2	46986300	46987600	6
chr2	47034100	47035000	4
chr2	47175600	47177100	6
chr2	47191500	47193400	5
chr2	47368900	47370200	4
chr2	47570400	47572000	6
chr2	47755400	47756200	2
chr2	48111200	48112400	5
chr2	48196000	48197400	3
chr2	48314100	48315800	6
chr2	48440400	48441300	5
chr2	61401800	61402200	2
chr2	64766700	64771200	12
chr2	69997400	69997900	2
chr2	70080800	70081300	3
chr2	112624500	112625000	2
chr2	112631300	112631800	2
chr2	118142800	118143100	1
chr2	130241200	130242000	2
chr2	130393600	130394000	2
chr2	156342400	156343900	5
chr2	181931600	181934600	0
chr2	201148200	201152900	12
chr2	216682100	216682600	2
chr2	222518900	222519400	2
chr2	223488500	223489300	3
chr2	223758100	223762200	8
chr2	223778300	223779500	1
chr2	223784100	223784900	1
chr2	226163800	226165200	1
chr2	232567600	232569000	2
chr3	9955900	9956400	3
chr3	12836400	12837100	1
chr3	13057400	13058100	3
chr3	37175800	37176900	4
chr3	37242900	37243800	5
chr3	37451800	37452600	3
chr3	37860400	37861500	4
chr3	37998900	37999500	4
chr3	38024300	38025500	5
chr3	39177000	39177700	3
chr3	41507500	41508500	3
chr3	47703200	47704900	2
chr3	47824200	47826000	6
chr3	48013200	48014300	2
chr3	48598200	48598600	4
chr3	48952400	48952700	1
chr3	52051800	52052300	3
chr3	52605900	52607700	3
chr3	53072800	53074000	3
chr3	98510800	98517700	6
chr3	102512100	102513100	5
chr3	113737200	113737700	1
chr3	116059900	116060400	1
chr3	127455800	127456200	3
chr3	127672600	127673300	3
chr3	128052000	128052600	3
chr3	128426200	128427000	4
chr3	128532800	128533400	1
chr3	128649900	128650500	3
chr3	128650600	128651700	4
chr3	128725800	128726400	3
chr3	128784200	128784800	2
chr3	128804000	128804600	2
chr3	129183600	129184300	3
chr3	129245600	129246200	1
chr3	129305600	129306200	1
chr3	129314700	129315300	3
chr3	129316000	129316700	4
chr3	133805800	133806600	3
chr3	135991600	135992700	3
chr3	139295400	139295800	1
chr3	186590100	186590500	1
chr3	186999600	187000300	3
chr3	197599200	197599900	3
chr4	1981400	1982100	3
chr4	10045100	10046500	3
chr4	11446300	11446800	1
chr4	24597600	24598800	3
chr4	30642700	30643200	1
chr4	30967100	30968200	0
chr4	30983300	30984000	1
chr4	31011600	31013400	0
chr4	31076400	31077000	2
chr4	39464800	39465300	1
chr4	39514700	39516200	4
chr4	39622300	39623300	2
chr4	55602900	55607000	1
chr4	55608900	55611000	4
chr4	55611400	55614000	4
chr4	55614400	55617000	1
chr4	55617400	55618500	2
chr4	55624900	55627500	2
chr4	55631900	55634000	4
chr4	55634400	55641000	13
chr4	55666900	55667500	0
chr4	55670400	55671500	2
chr4	55810900	55812000	0
chr4	56129500	56130100	1
chr4	56134500	56135100	2
chr4	74400300	74400900	1
chr4	74559100	74560500	1
chr4	76301600	76302200	2
chr4	101169400	101173500	4
chr4	124641500	124642200	3
chr4	142398500	142399200	3
chr4	151540400	151541600	3
chr4	168135800	168140700	4
chr4	168611000	168612100	3
chr4	168656500	168657300	2
chr4	169899500	169900000	2
chr5	663400	663900	3
chr5	882200	883200	4
chr5	907600	908000	0
chr5	37506500	37508000	2
chr5	37738300	37738800	2
chr5	52799300	52801800	7
chr5	53600500	53601100	1
chr5	57363800	57364800	1
chr5	65823500	65824100	4
chr5	65885700	65886600	2
chr5	76835700	76841100	11
chr5	80781100	80781500	3
chr5	88743100	88745000	2
chr5	88836800	88837500	3
chr5	88882100	88885600	12
chr5	89054800	89055700	2
chr5	90096300	90096800	2
chr5	115884800	115885500	1
chr5	116044800	116047300	3
chr5	122028400	122029000	1
chr5	138493600	138494000	2
chr5	150295200	150295500	1
chr5	177442000	177442500	3
chr5	181098800	181099500	3
chr5	181210000	181211300	3
chr5	181217400	181218200	4
chr6	27230700	27232000	4
chr6	34409400	34410100	2
chr6	35605500	35606300	3
chr6	37019000	37019300	2
chr6	41769000	41769400	3
chr6	44040600	44041100	0
chr6	52352100	52353000	2
chr6	53042300	53043000	2
chr6	77368600	77369200	2
chr6	106309500	106310800	1
chr6	109236600	109237400	3
chr6	109301400	109302400	2
chr6	109303100	109306600	8
chr6	109308000	109308700	1
chr6	109381200	109382700	6
chr6	119540400	119541300	2
chr6	126541600	126542300	2
chr6	135052300	135058000	11
chr6	135264600	135270100	8
chr6	135317700	135330900	23
chr6	135360300	135361700	1
chr6	144216600	144217000	2
chr6	144347100	144347600	2
chr6	151034100	151034800	0
chr6	155850300	155851000	2
chr6	165515800	165516300	2
chr7	2450700	2451100	2
chr7	5071800	5073200	4
chr7	5412900	5413400	2
chr7	5418700	5419300	3
chr7	5426700	5428300	7
chr7	5486700	5488100	5
chr7	5513400	5514200	4
chr7	5529600	5532300	9
chr7	5555000	5556800	5
chr7	5562000	5563900	7
chr7	5569200	5570700	6
chr7	5592600	5594600	7
chr7	5607000	5607800	4
chr7	6058500	6059500	4
chr7	6081000	6081800	4
chr7	6104300	6105500	5
chr7	6348300	6349300	4
chr7	6374200	6375100	3
chr7	6483300	6484500	5
chr7	6503300	6504700	6
chr7	6525900	6526800	3
chr7	6557600	6557800	1
chr7	6602300	6602600	3
chr7	6663700	6664700	4
chr7	22814700	22815400	1
chr7	23308100	23308400	0
chr7	26549700	26550300	2
chr7	32657700	32659200	3
chr7	74197300	74198400	4
chr7	74220800	74221200	2
chr7	80283000	80284500	0
chr7	86559000	86559900	2
chr7	92306100	92306900	1
chr7	102097700	102099400	3
chr7	102978000	102979300	2
chr7	105348300	105349100	2
chr7	129915600	129916100	2
chr7	130848100	130849400	1
chr7	130870300	130871400	4
chr7	134174900	134175500	3
chr7	135253700	135254400	3
chr7	139666900	139668800	1
chr7	151597800	151598200	2
chr8	6592100	6595900	5
chr8	16867500	16868000	2
chr8	22175700	22176900	4
chr8	28412800	28413100	1
chr8	30688500	30688900	1
chr8	30701800	30705200	5
chr8	73520900	73521500	3
chr8	97856000	97856500	2
chr8	98601600	98602600	2
chr8	125296500	125298200	5
chr8	125377000	125377900	4
chr8	125642400	125647300	12
chr8	125694100	125703400	20
chr8	127215000	127229900	32
chr8	127348400	127349800	2
chr8	127670600	127671000	1
chr8	127735300	127736600	6
chr8	127794500	127795300	3
chr8	127850400	127856400	13
chr8	127864900	127875200	21
chr8	127898300	127900100	6
chr8	127907100	127908500	4
chr8	127958400	127963300	12
chr8	127981800	127982200	2
chr8	128044400	128047700	8
chr8	128047800	128051800	9
chr8	128052100	128052400	1
chr8	128053400	128054100	2
chr8	128055700	128056100	0
chr8	128056900	128057400	3
chr8	128057500	128058500	2
chr8	128058800	128059300	1
chr8	128059400	128059700	0
chr8	128066400	128066900	2
chr8	128077000	128077300	2
chr8	128136900	128146400	16
chr8	128551400	128562200	27
chr8	128653900	128654400	1
chr8	129689300	129691100	5
chr8	129707000	129713300	10
chr8	141137400	141138200	2
chr8	142192900	142194700	6
chr8	143931600	143932000	3
chr8	144180900	144181200	2
chr8	144322800	144323300	3
chr9	4832600	4833200	2
chr9	5675200	5676000	1
chr9	21796900	21797500	2
chr9	34744900	34745400	1
chr9	42338300	42338800	1
chr9	72576300	72580600	10
chr9	89298700	89299900	2
chr9	98044000	98044400	1
chr9	100598900	100599400	2
chr9	110977000	110977700	2
chr9	112866400	112867400	3
chr9	113541000	113541300	2
chr9	124568600	124570200	5
chr9	127337100	127337500	2
chr9	127504300	127505300	4
chr9	129565600	129566200	0
chr9	130846000	130848400	7
chr9	130860500	130861200	3
chr9	131394000	131395900	8
chr9	133449500	133450700	2
chr9	136644600	136645200	2
chr9	136799400	136800200	5
chr9	136800500	136802500	9
chr9	136959000	136959300	1
chr9	137149400	137151900	8
chr9	137296200	137297500	4
chr9	137413400	137414000	1
chr10	4686000	4687100	3
chr10	17981800	17982500	2
chr10	28081800	28083700	3
chr10	63630600	63631500	3
chr10	79023100	79023700	2
chr10	79068500	79069300	3
chr10	79084100	79084700	3
chr10	79093600	79094300	3
chr10	79132600	79133200	2
chr10	79137600	79138200	2
chr10	79242000	79243300	4
chr10	79243600	79244200	3
chr10	79244500	79245400	3
chr10	79248300	79248900	3
chr10	79266000	79267000	4
chr10	79285200	79285800	4
chr10	79286200	79286900	2
chr10	79293700	79294700	3
chr10	79316500	79318400	6
chr10	79321000	79321700	3
chr10	79322700	79323700	4
chr10	79328600	79329400	3
chr10	79331600	79332300	2
chr10	79347100	79348500	5
chr10	79353000	79354600	5
chr10	79356000	79356600	2
chr10	79374300	79375200	3
chr10	79390800	79391400	3
chr10	79399400	79400000	3
chr10	79404100	79404700	2
chr10	79491000	79491600	3
chr10	89920500	89922700	4
chr10	99973300	99974100	3
chr10	110353400	110353900	3
chr10	110455400	110455800	1
chr10	112480400	112481200	0
chr10	112496600	112497300	0
chr10	112544300	112546100	2
chr10	119077000	119077300	1
chr10	119734400	119735100	3
chr10	122306700	122309400	7
chr10	133256900	133260300	10
chr11	835800	836200	1
chr11	5248800	5249100	2
chr11	5249800	5250900	2
chr11	5253100	5254700	3
chr11	5269100	5271200	4
chr11	5275200	5276300	3
chr11	5279700	5281200	3
chr11	5281300	5282700	4
chr11	5283000	5283500	2
chr11	5283800	5286800	6
chr11	5287600	5288800	3
chr11	5503700	5506000	5
chr11	10732100	10732700	0
chr11	10732900	10733800	0
chr11	28139900	28141300	4
chr11	33869300	33870800	6
chr11	33880400	33883400	6
chr11	33937100	33938100	3
chr11	33940200	33943300	9
chr11	33943600	33946600	6
chr11	33947300	33947900	2
chr11	34050900	34054200	11
chr11	34085800	34086900	2
chr11	34437400	34440600	8
chr11	34494300	34497200	7
chr11	61792000	61794000	7
chr11	61796700	61797200	2
chr11	61813200	61813600	2
chr11	61814000	61818400	11
chr11	61833100	61835900	8
chr11	61841200	61842900	5
chr11	61864500	61864800	1
chr11	61868900	61873100	10
chr11	61890400	61892300	5
chr11	61892600	61893000	2
chr11	61998500	61999000	0
chr11	62540700	62541600	3
chr11	62861000	62862300	5
chr11	62875700	62876400	2
chr11	64354200	64354600	3
chr11	64380000	64380400	2
chr11	65429100	65429600	3
chr11	65436200	65436700	3
chr11	65546800	65547300	2
chr11	65587600	65589200	6
chr11	65910900	65913800	10
chr11	65989500	65990100	3
chr11	69281200	69281600	2
chr11	69652100	69652500	2
chr11	70112000	70112400	3
chr11	119126500	119127200	3
chr11	123453500	123455400	3
chr11	129278500	129279000	3
chr12	6204600	6205400	3
chr12	6218200	6219200	3
chr12	6525500	6525900	0
chr12	6778200	6779100	4
chr12	6835800	6836200	2
chr12	31636100	31636800	3
chr12	39605500	39606200	2
chr12	49516100	49517600	0
chr12	49520000	49520700	0
chr12	50218200	50219600	4
chr12	51262100	51263200	1
chr12	51631400	51632200	2
chr12	53324200	53325600	6
chr12	53368400	53369000	3
chr12	54279500	54281900	8
chr12	54283000	54283600	2
chr12	54285800	54286400	3
chr12	54292000	54292900	3
chr12	54294100	54295200	4
chr12	54295600	54296200	3
chr12	54296600	54297200	3
chr12	54297700	54298400	1
chr12	54300800	54301800	3
chr12	54303500	54304100	1
chr12	54304200	54304800	2
chr12	54306900	54307600	3
chr12	54324600	54325200	3
chr12	54330800	54331400	3
chr12	54336300	54337000	2
chr12	54337100	54337800	2
chr12	54358200	54359200	4
chr12	54360700	54361300	2
chr12	54417100	54417700	2
chr12	54419000	54419900	4
chr12	56164000	56164400	2
chr12	56292900	56293500	0
chr12	56524800	56525800	2
chr12	56680700	56681200	1
chr12	56719100	56719900	3
chr12	57245500	57245900	2
chr12	75670200	75670800	1
chr12	108605800	108606400	3
chr12	108628600	108629000	2
chr12	110432300	110432800	2
chr12	110697900	110698400	1
chr12	111994100	111994800	3
chr12	111995000	111995700	2
chr12	112005200	112006500	2
chr12	112012900	112015000	7
chr12	121466200	121467400	5
chr12	121663500	121664000	1
chr12	121756800	121757100	2
chr12	121811300	121813500	8
chr12	124680900	124681400	2
chr12	124803900	124804600	3
chr12	124927400	124929800	7
chr12	124941700	124942200	0
chr12	131786200	131786600	2
chr12	132559900	132562400	9
chr13	20721500	20722400	4
chr13	21016500	21017800	3
chr13	22703900	22704600	1
chr13	27309500	27310100	1
chr13	30409800	30410400	3
chr13	97976500	97977900	4
chr13	113912900	113913800	2
chr13	114054800	114055200	2
chr13	114063300	114067500	11
chr13	114152000	114152300	3
chr14	22570600	22571200	2
chr14	23829300	23830200	5
chr14	49581400	49581900	2
chr14	49971900	49977400	11
chr14	57111100	57112400	3
chr14	58265000	58265400	2
chr14	65355700	65356400	2
chr14	65478000	65478500	1
chr14	68082300	68083100	2
chr14	74487300	74487700	2
chr14	74615800	74620800	12
chr14	97180000	97181500	2
chr14	100204300	100205100	3
chr14	102016800	102017100	1
chr14	102083100	102083600	1
chr14	102095500	102096200	4
chr14	102675600	102676000	1
chr14	104967200	104976100	27
chr15	35713500	35714000	2
chr15	36611900	36612500	1
chr15	37062200	37062700	1
chr15	40582600	40583700	5
chr15	40785500	40785900	2
chr15	40790600	40791200	3
chr15	59174600	59175000	3
chr15	62262400	62262900	2
chr15	74926800	74927200	0
chr15	80003200	80003800	3
chr15	90035100	90035500	3
chr15	92915500	92918200	8
chr16	592100	594500	9
chr16	1043700	1044300	2
chr16	1701500	1702000	1
chr16	11092900	11095800	9
chr16	11597400	11597800	2
chr16	11627800	11628700	4
chr16	11880000	11880800	1
chr16	30858800	30859100	1
chr16	57061100	57061800	4
chr16	57194100	57195000	2
chr16	57763600	57764300	3
chr16	67235500	67235900	2
chr16	67267300	67268700	3
chr16	67833100	67833900	3
chr16	68141700	68143100	2
chr16	69058400	69058800	1
chr16	69062800	69063800	4
chr16	69074800	69075200	1
chr16	69359700	69360900	1
chr16	70488800	70489300	2
chr16	74557200	74557900	2
chr16	74563300	74563700	2
chr16	74580800	74582200	1
chr16	88245800	88246300	1
chr16	88739200	88739600	1
chr16	88922700	88923500	3
chr16	88931100	88931400	3
chr16	89240100	89240600	2
chr16	89444800	89445200	2
chr17	1793300	1793700	1
chr17	2357100	2357500	0
chr17	2492900	2494300	3
chr17	2756000	2756400	3
chr17	4942700	4943800	3
chr17	7228200	7228600	1
chr17	7363600	7364000	2
chr17	28281900	28283700	2
chr17	29584200	29584900	3
chr17	32854200	32854800	3
chr17	39675100	39675500	3
